date,location,latitude,longitude,T2M,source,RH2M,PS,ALLSKY_SFC_SW_DWN,PRECTOTCORR,temp_mean_7d,temp_std_7d,temp_spike,humidity_drop_7d,humidity_var_7d,pressure_anom_7d,fire_risk_index
2020-01-27,california_fire,38.5,-120.5,7.2,NASA_POWER,83.99,92.43,123.54,0.03,7.744285714285715,1.2295372726200244,0.6600000000000001,74.74,6.744034400861277,0.229398800179498,1.1527200000000004
2020-01-28,california_fire,38.5,-120.5,5.67,NASA_POWER,86.36,92.27,102.91,0.09,7.701428571428571,1.304625470795202,1.5300000000000002,74.74,6.572496807584968,0.2255891756943452,0.7733880000000001
2020-01-29,california_fire,38.5,-120.5,6.12,NASA_POWER,73.5,92.03,118.56,0.0,7.5442857142857145,1.4322808982279125,0.4500000000000002,73.5,7.274302781186737,0.22581070875947062,1.6218000000000001
2020-01-30,california_fire,38.5,-120.5,9.02,NASA_POWER,73.11,92.14,141.6,0.0,7.757142857142857,1.536714181684564,2.8999999999999995,73.11,8.03381128789592,0.2270410074140699,2.425478
2020-01-31,california_fire,38.5,-120.5,10.35,NASA_POWER,67.24,92.39,135.63,0.0,8.018571428571429,1.818033998320053,1.33,67.24,9.585368065566442,0.23097103508359698,3.3906600000000005
2020-02-01,california_fire,38.5,-120.5,11.84,NASA_POWER,58.88,92.27,149.24,0.0,8.294285714285715,2.2481537398708333,1.4900000000000002,58.88,12.285104608349705,0.16997198648730025,4.868608
2020-02-02,california_fire,38.5,-120.5,4.07,NASA_POWER,80.38,91.42,39.56,0.21,7.752857142857144,2.766741249711856,7.77,58.88,9.69853425351823,0.3441829524567928,0.7985340000000002
2020-02-03,california_fire,38.5,-120.5,-0.14,NASA_POWER,48.74,91.47,167.43,0.02,6.704285714285715,4.08705622317929,4.21,48.74,12.780962218788332,0.3949020372796293,-0.071764
2020-02-04,california_fire,38.5,-120.5,0.93,NASA_POWER,48.15,91.89,158.69,0.0,6.027142857142858,4.6419669476265275,1.07,48.15,12.660813371900502,0.3770878386997198,0.482205
2020-02-05,california_fire,38.5,-120.5,5.3,NASA_POWER,72.62,91.98,148.78,0.0,5.909999999999999,4.649573457139196,4.37,48.15,12.558023995305392,0.37566449063465923,1.4511399999999997
2020-02-06,california_fire,38.5,-120.5,7.83,NASA_POWER,80.53,91.85,165.82,0.0,5.739999999999999,4.5373119795755725,2.5300000000000002,48.15,13.700565681751952,0.36541561464798494,1.5245009999999999
2020-02-07,california_fire,38.5,-120.5,9.92,NASA_POWER,53.14,91.81,172.91,0.0,5.678571428571429,4.466861047653891,2.09,48.15,14.37403661368051,0.29329815806413095,4.648512
2020-02-08,california_fire,38.5,-120.5,6.52,NASA_POWER,71.95,91.48,175.45,0.02,4.918571428571428,3.6152152013927137,3.4000000000000004,48.15,14.566083566840808,0.23409399821443078,1.8288599999999997
2020-02-09,california_fire,38.5,-120.5,4.38,NASA_POWER,50.5,91.27,161.25,0.01,4.962857142857142,3.604972095526374,2.1399999999999997,48.15,13.684171948085169,0.26835477583659173,2.1681
2020-02-10,california_fire,38.5,-120.5,6.91,NASA_POWER,48.19,91.4,178.85,0.0,5.97,2.8468344993460133,2.5300000000000002,48.15,13.766319838822612,0.27853357496175296,3.5800710000000002
2020-02-11,california_fire,38.5,-120.5,8.76,NASA_POWER,54.17,91.6,175.9,0.0,7.088571428571428,1.9257416629394872,1.8499999999999996,48.19,13.017430439149441,0.2611330622316975,4.014708
2020-02-12,california_fire,38.5,-120.5,9.01,NASA_POWER,58.9,91.55,180.64,0.02,7.618571428571428,1.8608907237434096,0.25,48.19,12.078130176953202,0.20982986305244172,3.7031099999999997
2020-02-13,california_fire,38.5,-120.5,7.76,NASA_POWER,67.61,91.57,181.44,0.0,7.608571428571429,1.8597529277785632,1.25,48.19,8.927489382052805,0.1693966885605446,2.513464
2020-02-14,california_fire,38.5,-120.5,7.6,NASA_POWER,69.9,91.66,166.03,0.0,7.277142857142857,1.5620788956357052,0.16000000000000014,48.19,9.690519176223788,0.13302344941881436,2.2875999999999994
2020-02-15,california_fire,38.5,-120.5,8.99,NASA_POWER,61.29,91.95,156.39,0.0,7.63,1.6395934455427212,1.3900000000000006,48.19,8.264186647963603,0.21318447187272982,3.480029
2020-02-16,california_fire,38.5,-120.5,8.45,NASA_POWER,69.67,91.92,170.97,0.0,8.211428571428572,0.803439036712971,0.5400000000000009,48.19,8.289002754654254,0.2012342865797599,2.5628849999999996
2020-02-17,california_fire,38.5,-120.5,8.86,NASA_POWER,61.25,91.55,190.84,0.0,8.489999999999998,0.5854912467321595,0.41000000000000014,54.17,5.967394342432422,0.17462885813995194,3.4332499999999997
2020-02-18,california_fire,38.5,-120.5,7.33,NASA_POWER,53.96,91.52,187.7,0.0,8.285714285714286,0.7114974149134706,1.5299999999999994,53.96,6.020971286934898,0.183562627174663,3.3747320000000003
2020-02-19,california_fire,38.5,-120.5,7.3,NASA_POWER,58.49,91.71,192.42,0.0,8.041428571428572,0.7149225732303234,0.03000000000000025,53.96,6.071844075418087,0.17528208557589098,3.0302299999999995
2020-02-20,california_fire,38.5,-120.5,8.5,NASA_POWER,58.67,91.86,181.76,0.0,8.147142857142857,0.7210574245674127,1.2000000000000002,53.96,5.919901463143835,0.17449246129171228,3.5130500000000002
2020-02-21,california_fire,38.5,-120.5,10.61,NASA_POWER,58.45,91.65,176.22,0.0,8.577142857142857,1.1248364960549244,2.1099999999999994,53.96,4.81691414753896,0.17528208557588018,4.408455
2020-02-22,california_fire,38.5,-120.5,9.94,NASA_POWER,70.15,91.42,162.99,0.12,8.712857142857143,1.2348780545154188,0.6699999999999999,53.96,6.121739948739996,0.1823392964987155,2.9670899999999993
2020-02-23,california_fire,38.5,-120.5,7.85,NASA_POWER,76.86,92.23,193.17,0.0,8.627142857142855,1.2762929951714794,2.09,53.96,8.024567930810337,0.27146866871751973,1.81649
2020-02-24,california_fire,38.5,-120.5,9.13,NASA_POWER,62.18,92.3,208.5,0.0,8.665714285714285,1.2885244421799744,1.2800000000000011,53.96,8.007192599989871,0.33929899723374296,3.452966
2020-02-25,california_fire,38.5,-120.5,11.47,NASA_POWER,50.4,92.26,205.94,0.0,9.257142857142856,1.5051657083270864,2.34,50.4,8.733463285110904,0.34801477801135217,5.68912
2020-02-26,california_fire,38.5,-120.5,11.58,NASA_POWER,55.21,92.43,205.09,0.0,9.868571428571428,1.445768867781978,0.10999999999999943,50.4,9.046287846930529,0.3809386902301758,5.186681999999999
2020-02-27,california_fire,38.5,-120.5,12.41,NASA_POWER,51.96,92.19,213.62,0.0,10.427142857142856,1.5781499114016702,0.8300000000000001,50.4,9.749401446828811,0.3780400583460391,5.961764
2020-02-28,california_fire,38.5,-120.5,12.21,NASA_POWER,60.02,91.9,168.83,0.0,10.655714285714286,1.7186608851356315,0.1999999999999993,50.4,9.705785952326586,0.3419969367726739,4.881558
2020-02-29,california_fire,38.5,-120.5,9.06,NASA_POWER,67.84,91.44,203.06,0.49,10.530000000000001,1.8095211152862023,3.1500000000000004,50.4,9.375226981379175,0.33534630288275213,2.913696
2020-03-01,california_fire,38.5,-120.5,4.27,NASA_POWER,71.24,91.12,96.28,2.55,10.01857142857143,2.8815645551877274,4.790000000000001,50.4,7.875201282386013,0.492964791556438,1.2280520000000001
2020-03-02,california_fire,38.5,-120.5,6.96,NASA_POWER,44.86,91.41,224.0,0.0,9.708571428571428,3.1014267070249426,2.6900000000000004,44.86,9.557148160009863,0.5019106351874713,3.8377440000000003
2020-03-03,california_fire,38.5,-120.5,11.72,NASA_POWER,52.28,91.56,222.1,0.0,9.744285714285715,3.1264295777710824,4.760000000000001,44.86,9.353154548065534,0.4685946567994164,5.592784
2020-03-04,california_fire,38.5,-120.5,12.64,NASA_POWER,48.94,91.73,223.29,0.0,9.895714285714288,3.2532591716761825,0.9199999999999999,44.86,9.907342154757124,0.3524877573017753,6.453984
2020-03-05,california_fire,38.5,-120.5,11.83,NASA_POWER,61.37,91.8,209.09,0.0,9.812857142857142,3.185224818259632,0.8100000000000005,44.86,9.789270365339457,0.2684434852290601,4.569929
2020-03-06,california_fire,38.5,-120.5,9.94,NASA_POWER,73.92,91.35,210.05,0.0,9.48857142857143,3.011303309042047,1.8900000000000006,44.86,11.507672595769645,0.2323585078935112,2.5923519999999995
2020-03-07,california_fire,38.5,-120.5,5.95,NASA_POWER,91.87,91.12,78.83,3.95,9.044285714285714,3.3006002340122724,3.9899999999999993,44.86,16.649371073492727,0.27138094820315406,0.4837349999999997
2020-03-08,california_fire,38.5,-120.5,6.67,NASA_POWER,81.09,91.32,126.64,0.43,9.387142857142857,2.8102296127168036,0.7199999999999998,44.86,17.790005487298046,0.2406934426471917,1.2612969999999997
2020-03-09,california_fire,38.5,-120.5,8.45,NASA_POWER,69.06,91.67,196.23,0.17,9.6,2.6474641955400693,1.7799999999999994,48.94,15.442039403925259,0.24978085633310396,2.61443
2020-03-10,california_fire,38.5,-120.5,11.03,NASA_POWER,59.8,91.55,204.96,0.01,9.501428571428573,2.5669984324850907,2.58,48.94,14.360516305879397,0.24945655218613486,4.43406
2020-03-11,california_fire,38.5,-120.5,11.63,NASA_POWER,66.79,91.58,191.74,0.08,9.357142857142858,2.382972333632328,0.6000000000000014,59.8,11.392648005245665,0.23287028884895244,3.8623229999999995
2020-03-12,california_fire,38.5,-120.5,12.54,NASA_POWER,60.36,91.01,238.3,0.0,9.45857142857143,2.517104345416424,0.9099999999999984,59.8,11.554744232812501,0.24545390411978948,4.970856
2020-03-13,california_fire,38.5,-120.5,10.09,NASA_POWER,64.7,90.66,211.18,1.43,9.48,2.522518582686748,2.4499999999999993,59.8,11.801187591570097,0.36495270404603075,3.5617699999999997
2020-03-14,california_fire,38.5,-120.5,5.1,NASA_POWER,94.57,91.15,65.46,27.39,9.358571428571429,2.7324862218098946,4.99,59.8,12.630146475793515,0.3630295803243993,0.27693000000000034
2020-03-15,california_fire,38.5,-120.5,2.88,NASA_POWER,96.95,91.16,52.93,41.17,8.817142857142857,3.5937525155270644,2.2199999999999998,59.8,15.788384820433489,0.3649135579311068,0.08783999999999992
2020-03-16,california_fire,38.5,-120.5,1.97,NASA_POWER,95.17,90.96,50.69,33.49,7.891428571428571,4.43922451400177,0.9099999999999999,59.8,17.630739119638786,0.3267881212506267,0.09515099999999997
2020-03-17,california_fire,38.5,-120.5,1.57,NASA_POWER,90.03,91.12,158.18,1.93,6.54,4.753342683487762,0.3999999999999999,60.36,16.401975345612946,0.2761900656812139,0.156529
2020-03-18,california_fire,38.5,-120.5,2.83,NASA_POWER,87.21,90.87,118.09,2.25,5.282857142857142,4.327407670055725,1.26,60.36,15.177070895017286,0.18073922282313892,0.36195700000000014
2020-03-19,california_fire,38.5,-120.5,3.64,NASA_POWER,76.54,91.34,184.14,1.56,4.011428571428572,2.9176441899326244,0.81,64.7,11.8102169247446,0.2245524649694428,0.8539439999999998
2020-03-20,california_fire,38.5,-120.5,4.05,NASA_POWER,76.55,91.87,210.92,0.33,3.1485714285714286,1.2190628719283794,0.4099999999999997,76.54,8.580081307196064,0.32782108941723376,0.9497250000000002
2020-03-21,california_fire,38.5,-120.5,5.21,NASA_POWER,78.13,91.79,192.94,0.16,3.164285714285714,1.2487574776934154,1.1600000000000001,76.54,8.776287586988241,0.3913833828626137,1.1394270000000002
2020-03-22,california_fire,38.5,-120.5,7.82,NASA_POWER,71.14,91.55,177.7,0.57,3.87,2.139509289533462,2.6100000000000003,71.14,8.731359191634098,0.3956309006180334,2.2568520000000003
2020-03-23,california_fire,38.5,-120.5,6.68,NASA_POWER,91.19,91.58,101.28,1.75,4.542857142857143,2.1825803863448234,1.1400000000000006,71.14,7.82133498530659,0.3596691601484947,0.5885080000000001
2020-03-24,california_fire,38.5,-120.5,5.36,NASA_POWER,88.48,91.65,113.38,10.11,5.0842857142857145,1.7492746796206362,1.3199999999999994,71.14,7.558487503021567,0.3345857424452419,0.6174719999999998
2020-03-25,california_fire,38.5,-120.5,3.41,NASA_POWER,86.19,91.35,153.03,3.78,5.167142857142857,1.6346836012484036,1.9500000000000002,71.14,7.434834356242362,0.2015771151032398,0.4709210000000001
2020-03-26,california_fire,38.5,-120.5,2.31,NASA_POWER,81.5,91.33,161.98,2.24,4.977142857142858,1.8978734967125137,1.1,71.14,7.150472511859412,0.20366873196679988,0.42735
2020-03-27,california_fire,38.5,-120.5,3.93,NASA_POWER,71.02,91.68,236.71,0.05,4.96,1.9081579249806975,1.62,71.02,8.082585630612916,0.16974771195600516,1.1389140000000002
2020-03-28,california_fire,38.5,-120.5,4.36,NASA_POWER,87.06,91.8,133.84,2.7,4.838571428571428,1.9166240160886001,0.43000000000000016,71.02,8.2401990845113,0.17201882510495453,0.5641839999999999
2020-03-29,california_fire,38.5,-120.5,6.41,NASA_POWER,85.47,91.69,174.39,2.09,4.637142857142857,1.598809080594194,2.05,71.02,6.603127686036001,0.17829883956573522,0.9313730000000001
2020-03-30,california_fire,38.5,-120.5,8.38,NASA_POWER,80.67,92.17,166.92,0.18,4.88,2.0314198646923396,1.9700000000000006,71.02,5.971280472075515,0.284529687127988,1.619854
2020-03-31,california_fire,38.5,-120.5,10.08,NASA_POWER,78.62,91.87,198.03,0.0,5.554285714285714,2.839805493003915,1.6999999999999993,71.02,5.589933980358065,0.29430305080697505,2.1551039999999997
2020-04-01,california_fire,38.5,-120.5,7.13,NASA_POWER,71.74,91.22,263.13,0.03,6.0857142857142845,2.717074757546286,2.95,71.02,6.205382072577519,0.3226969682741712,2.0149380000000003
2020-04-02,california_fire,38.5,-120.5,6.31,NASA_POWER,52.58,91.46,302.23,0.0,6.6571428571428575,2.152655060506392,0.8200000000000003,52.58,11.752841399099225,0.30229282555323767,2.992202
2020-04-03,california_fire,38.5,-120.5,7.73,NASA_POWER,59.56,91.39,280.24,0.0,7.200000000000001,1.8006665432555713,1.4200000000000008,52.58,13.16333092163152,0.32433081289092264,3.1260120000000002
2020-04-04,california_fire,38.5,-120.5,5.85,NASA_POWER,86.41,90.93,96.23,10.8,7.412857142857143,1.4659549138782466,1.8800000000000008,52.58,13.054990653094334,0.4145967633622981,0.7950150000000002
2020-04-05,california_fire,38.5,-120.5,5.19,NASA_POWER,97.33,90.36,60.57,49.04,7.238571428571428,1.6641757576593046,0.6599999999999993,52.58,15.41226104360389,0.5957548233324129,0.13857300000000008
2020-04-06,california_fire,38.5,-120.5,2.88,NASA_POWER,90.65,90.89,160.2,9.82,6.452857142857143,2.2356856836752446,2.3100000000000005,52.58,16.423182221655885,0.48586692279542565,0.26927999999999985
2020-04-07,california_fire,38.5,-120.5,6.82,NASA_POWER,77.18,91.5,221.25,0.98,5.987142857142857,1.6046880723442105,3.9400000000000004,52.58,16.4041109830084,0.40994773186001676,1.5563239999999996
2020-04-08,california_fire,38.5,-120.5,9.61,NASA_POWER,77.48,91.2,183.05,0.31,6.341428571428572,2.097239682466993,2.789999999999999,52.58,16.269845025164095,0.40909889362100976,2.1641719999999993
2020-04-09,california_fire,38.5,-120.5,7.83,NASA_POWER,87.96,91.43,126.45,3.27,6.558571428571428,2.1708403025205674,1.7799999999999994,59.56,12.322566986746585,0.4048868154600304,0.9427320000000005
2020-04-10,california_fire,38.5,-120.5,9.84,NASA_POWER,76.59,91.45,239.29,0.04,6.859999999999999,2.48444494136349,2.01,76.59,7.988032715673263,0.41261073549733324,2.3035439999999996
2020-04-11,california_fire,38.5,-120.5,11.34,NASA_POWER,80.31,91.41,244.17,0.0,7.644285714285715,2.9376683335760023,1.5,76.59,8.114845302636027,0.4178402519988991,2.232846
2020-04-12,california_fire,38.5,-120.5,11.15,NASA_POWER,82.81,91.45,197.4,0.39,8.495714285714286,2.9712896029774463,0.1899999999999995,76.59,5.577313741527216,0.21777008408830614,1.916685
2020-04-13,california_fire,38.5,-120.5,10.51,NASA_POWER,66.96,91.76,308.15,0.14,9.585714285714285,1.6919304274787819,0.6400000000000006,66.96,6.467096205665506,0.16469307673312078,3.4725040000000007
2020-04-14,california_fire,38.5,-120.5,10.85,NASA_POWER,49.35,92.01,318.32,0.02,10.161428571428571,1.2113962821392976,0.33999999999999986,49.35,12.82319624371248,0.26751946969645934,5.495525
2020-04-15,california_fire,38.5,-120.5,14.24,NASA_POWER,53.81,91.62,295.29,0.0,10.822857142857144,1.9180347084599643,3.3900000000000006,49.35,14.863226112664453,0.22487033300698195,6.577456
2020-04-16,california_fire,38.5,-120.5,13.8,NASA_POWER,64.44,91.08,289.7,0.32,11.675714285714287,1.6776854804845052,0.4399999999999995,49.35,12.956121737471847,0.29450523481483687,4.907280000000001
2020-04-17,california_fire,38.5,-120.5,10.71,NASA_POWER,77.33,91.2,210.68,1.7,11.799999999999999,1.5460918472069998,3.09,49.35,13.04297311271658,0.32118826996314137,2.4279570000000006
2020-04-18,california_fire,38.5,-120.5,10.35,NASA_POWER,80.01,91.5,224.85,0.1,11.65857142857143,1.6377467098773972,0.3600000000000012,49.35,12.995647806275837,0.31857569930942026,2.0689649999999995
2020-04-19,california_fire,38.5,-120.5,10.28,NASA_POWER,75.38,91.56,259.48,0.0,11.534285714285716,1.714009501557248,0.07000000000000028,49.35,11.816828194207979,0.31742265649627455,2.5309360000000005
2020-04-20,california_fire,38.5,-120.5,9.73,NASA_POWER,73.79,91.64,191.52,0.84,11.422857142857143,1.8141271021780965,0.5499999999999989,49.35,12.114862772644187,0.30615122313748994,2.5502329999999995
2020-04-21,california_fire,38.5,-120.5,11.47,NASA_POWER,72.75,91.99,299.38,0.01,11.511428571428572,1.796546952456547,1.7400000000000002,53.81,9.03486342690674,0.3008163496063401,3.125575
2020-04-22,california_fire,38.5,-120.5,14.55,NASA_POWER,69.26,92.24,297.9,0.0,11.555714285714286,1.8770354031722094,3.08,64.44,5.17932428025122,0.40932581038534527,4.472669999999999
2020-04-23,california_fire,38.5,-120.5,15.25,NASA_POWER,68.94,91.99,315.72,0.0,11.762857142857143,2.2154812440770275,0.6999999999999993,68.94,4.056877757938602,0.3573247156032515,4.73665
2020-04-24,california_fire,38.5,-120.5,17.12,NASA_POWER,60.55,91.81,314.82,0.0,12.678571428571429,2.9203563057238235,1.870000000000001,60.55,6.133924402161192,0.26977945136896714,6.753840000000001
2020-04-25,california_fire,38.5,-120.5,18.64,NASA_POWER,56.43,91.67,290.18,0.0,13.862857142857141,3.451317208862496,1.5199999999999996,56.43,7.097144294915903,0.24260491103258866,8.121448000000001
2020-04-26,california_fire,38.5,-120.5,16.06,NASA_POWER,60.88,91.56,328.03,0.0,14.688571428571427,3.127498620151181,2.580000000000002,56.43,6.744975555040627,0.24260491103258866,6.282671999999999
2020-04-27,california_fire,38.5,-120.5,16.03,NASA_POWER,57.9,91.77,309.96,0.0,15.588571428571429,2.244604111875307,0.029999999999997584,56.43,6.384196261453938,0.22908721566455706,6.74863
2020-04-28,california_fire,38.5,-120.5,19.3,NASA_POWER,60.86,91.73,322.51,0.0,16.707142857142856,1.7456203700090072,3.2699999999999996,56.43,5.054149167716015,0.2258212525322306,7.55402
2020-04-29,california_fire,38.5,-120.5,16.96,NASA_POWER,69.68,91.58,250.05,0.0,17.05142857142857,1.4642452956093759,2.34,56.43,5.1545730967292025,0.14753530650883717,5.142271999999999
2020-04-30,california_fire,38.5,-120.5,14.71,NASA_POWER,60.34,91.66,329.54,0.0,16.974285714285713,1.5842754089578222,2.25,56.43,4.212894604945838,0.09340133577096286,5.8339859999999994
2020-05-01,california_fire,38.5,-120.5,14.09,NASA_POWER,54.37,91.6,336.55,0.0,16.541428571428572,1.9168500947424643,0.620000000000001,54.37,4.90159109250212,0.0782547731694372,6.429266999999999
2020-05-02,california_fire,38.5,-120.5,12.72,NASA_POWER,68.53,91.73,310.69,0.0,15.695714285714287,2.1306717027176707,1.3699999999999992,54.37,5.502477796844129,0.0835520938154332,4.0029840000000005
2020-05-03,california_fire,38.5,-120.5,13.04,NASA_POWER,64.56,91.83,331.65,0.0,15.264285714285716,2.3400773287995893,0.3199999999999985,54.37,5.5758736236277215,0.09092121131318488,4.621376
2020-05-04,california_fire,38.5,-120.5,14.21,NASA_POWER,49.04,91.88,343.41,0.0,15.004285714285714,2.3419283873399053,1.1700000000000017,49.04,7.440317773551702,0.11207990347022448,7.241416
2020-05-05,california_fire,38.5,-120.5,15.76,NASA_POWER,49.32,91.88,336.29,0.0,14.498571428571427,1.4852320645994037,1.549999999999999,49.04,8.667767604066007,0.12841524905736823,7.9871680000000005
2020-05-06,california_fire,38.5,-120.5,16.4,NASA_POWER,45.24,91.85,355.63,0.0,14.418571428571429,1.3383749919389334,0.6399999999999988,45.24,8.7612515413855,0.1129686007786861,8.98064
2020-05-07,california_fire,38.5,-120.5,19.43,NASA_POWER,35.69,91.47,349.83,0.0,15.092857142857142,2.3307489088682183,3.030000000000001,35.69,11.278214566567058,0.15889499377767752,12.495433
2020-05-08,california_fire,38.5,-120.5,21.48,NASA_POWER,37.54,91.31,325.11,0.0,16.14857142857143,3.2808150845555932,2.0500000000000007,35.69,12.512812671513256,0.22720873557985782,13.416408
2020-05-09,california_fire,38.5,-120.5,20.78,NASA_POWER,44.31,91.3,328.92,0.0,17.3,3.2913269866929395,0.6999999999999993,35.69,9.522633439288189,0.2734262327610386,11.572382
2020-05-10,california_fire,38.5,-120.5,17.32,NASA_POWER,50.94,91.25,334.17,0.0,17.91142857142857,2.71516990611039,3.460000000000001,35.69,5.942936183082617,0.29528033491999917,8.497192
2020-05-11,california_fire,38.5,-120.5,14.15,NASA_POWER,57.0,91.27,317.58,0.53,17.902857142857144,2.7288624875926533,3.17,35.69,7.496428038294996,0.2754303991245327,6.0845
2020-05-12,california_fire,38.5,-120.5,11.23,NASA_POWER,78.88,91.32,133.0,2.35,17.255714285714287,3.6897102738239216,2.92,35.69,14.713806117935366,0.21259171690175843,2.3717760000000006
2020-05-13,california_fire,38.5,-120.5,11.14,NASA_POWER,69.95,91.54,264.61,0.43,16.504285714285718,4.366557977564076,0.08999999999999986,35.69,16.278406672937166,0.10945753688511017,3.34757
2020-05-14,california_fire,38.5,-120.5,12.0,NASA_POWER,72.26,91.72,169.17,0.02,15.442857142857145,4.439281902461674,0.8599999999999994,37.54,15.468213336049027,0.1754721521794229,3.3287999999999993
