date,location,latitude,longitude,T2M,source,RH2M,PS,ALLSKY_SFC_SW_DWN,PRECTOTCORR,temp_mean_7d,temp_std_7d,temp_max_7d,temp_slope_7d,humidity_mean_7d,humidity_min_7d,humidity_slope_7d,pressure_std_7d,pressure_anomaly,dry_index,fire_risk_score
2020-01-22,test_location,38.0,-77.0,-0.82,NASA_POWER,76.66,102.82,141.09,0.0,1.8914285714285715,4.363933350283244,9.09,1.1892857142857143,80.58571428571429,68.39,3.9978571428571463,0.833775120989444,0.07136352754056383,6356.1822,0.4518431562605404
2020-01-23,test_location,38.0,-77.0,0.96,NASA_POWER,85.08,102.54,74.79,0.0,1.9042857142857144,4.3719250418355315,9.09,1.7710714285714286,81.81428571428572,68.39,3.120357142857141,0.854143960209236,0.06454792499972667,4089.7212,0.38949555321184837
2020-01-24,test_location,38.0,-77.0,4.95,NASA_POWER,96.17,101.95,87.74,0.56,2.82,3.921819305713447,9.09,1.3342857142857143,83.67142857142858,75.44,1.1571428571428573,0.9603967434148908,0.0501864767886762,1065.1229999999994,0.36159318807566615
2020-01-25,test_location,38.0,-77.0,9.09,NASA_POWER,88.97,100.81,69.72,20.74,3.68,3.1340389276459275,9.09,0.6417857142857145,84.25142857142858,76.66,-0.46571428571428847,0.8549631014037615,0.02243723787240934,3113.1072,0.36899739749773997
2020-01-26,test_location,38.0,-77.0,4.27,NASA_POWER,81.99,100.99,103.95,0.54,4.102857142857143,2.5756275240913964,9.09,-0.1660714285714284,84.63285714285715,79.33,-2.0775000000000023,0.6668547353774174,0.02681869664866182,4996.3342,0.40812285401743226
2020-01-27,test_location,38.0,-77.0,3.82,NASA_POWER,81.39,100.76,101.82,0.0,4.112857142857143,2.5614885925031645,9.09,-0.9442857142857138,84.28714285714285,79.33,-2.225000000000007,0.5588338197490266,0.021220165990117005,5154.4117,0.40750787049177173
2020-01-28,test_location,38.0,-77.0,3.49,NASA_POWER,79.5,101.16,58.09,0.0,3.7699999999999996,2.5912094987991035,9.09,-0.9921428571428569,82.78428571428572,79.33,-0.3814285714285699,0.5938574464185095,0.030956741048456044,5671.12,0.39112450508040886
2020-01-29,test_location,38.0,-77.0,2.14,NASA_POWER,79.33,101.69,108.25,0.0,3.2628571428571425,1.4897618857356074,5.54,-0.042500000000000066,82.48285714285714,79.33,0.9389285714285642,0.5696448350466127,0.04385770300075557,5690.244299999999,0.42124148444086407
2020-01-30,test_location,38.0,-77.0,1.03,NASA_POWER,82.66,102.12,106.71,0.0,3.6271428571428572,2.001097318020918,6.82,0.48250000000000015,81.97428571428573,78.43,0.4342857142857135,0.7155151324479121,0.05432452118847042,4754.2812,0.41218005981753464
2020-01-31,test_location,38.0,-77.0,2.55,NASA_POWER,85.65,102.13,83.91,1.82,4.654285714285714,3.442638799636397,11.01,1.3010714285714287,82.03571428571429,78.43,0.33428571428570586,0.7039412854303848,0.054567935564928685,3956.2949999999983,0.3912375498609367
2020-02-01,test_location,38.0,-77.0,5.54,NASA_POWER,86.86,100.98,128.46,1.62,6.1000000000000005,4.749196423255905,13.61,2.0942857142857143,83.11285714285714,78.43,0.5082142857142873,0.7283771916619751,0.026575282272203564,3661.9866,0.40723188452794157
2020-02-02,test_location,38.0,-77.0,6.82,NASA_POWER,78.43,100.23,102.83,0.08,6.997142857142856,4.460865813889028,13.61,1.7771428571428571,84.36714285714285,78.43,0.5032142857142876,0.7035014468459498,0.00831920403781748,6038.9528999999975,0.41523264947013294
2020-02-03,test_location,38.0,-77.0,11.01,NASA_POWER,81.82,100.86,118.78,0.0,8.315714285714284,3.7028136020367786,13.61,1.2742857142857142,86.59285714285714,78.43,1.7457142857142862,0.7358765424406283,0.023654309754701678,5166.028800000001,0.4180677127115173
2020-02-04,test_location,38.0,-77.0,13.61,NASA_POWER,87.04,100.81,73.78,0.46,9.228571428571428,2.694998012191158,13.61,0.5175000000000001,84.83857142857143,73.37,0.19428571428571667,0.6634110985764509,0.02243723787240934,3716.409599999998,0.37832187815801943
2020-02-05,test_location,38.0,-77.0,8.42,NASA_POWER,88.11,101.14,25.79,2.75,8.77142857142857,3.558138223713018,13.61,-0.7475000000000005,83.04285714285716,73.37,-0.6471428571428561,0.9049493540157046,0.030469912295539178,3347.8673,0.34897499907054835
2020-02-06,test_location,38.0,-77.0,10.26,NASA_POWER,98.24,99.79,30.7,26.46,8.3,4.0450751950159525,13.61,-1.588928571428572,83.47714285714287,73.37,-1.4746428571428616,1.1926281502471647,-0.002391028526355634,498.8016000000014,0.3161885915447903
2020-02-07,test_location,38.0,-77.0,8.94,NASA_POWER,73.37,99.4,90.36,14.54,7.8914285714285715,3.866214464526548,13.61,-1.217857142857143,84.19428571428571,73.37,-1.351071428571425,1.2525535821634632,-0.01188418920823641,7512.056699999998,0.42492584063875166
2020-02-08,test_location,38.0,-77.0,2.34,NASA_POWER,74.29,102.11,161.2,0.02,7.647142857142856,3.4793328588764205,11.9,0.028571428571428432,85.55285714285715,73.37,0.3792857142857094,1.2439702185992825,0.054081106812011816,7082.847899999997,0.46740906310694125
2020-02-09,test_location,38.0,-77.0,3.52,NASA_POWER,81.47,102.79,162.29,0.06,7.432857142857143,3.46997941533623,11.9,0.06107142857142887,83.64571428571428,73.37,-0.411785714285714,1.264574086025666,0.0706332844111887,5126.6951,0.4501186646721138
2020-02-10,test_location,38.0,-77.0,8.15,NASA_POWER,86.84,102.03,50.15,5.47,7.4157142857142855,3.4539439155013203,11.9,0.7550000000000003,82.23571428571428,73.37,2.1792857142857143,1.1300252841671996,0.05213379180034401,3701.9079999999985,0.37035542250180736
2020-02-11,test_location,38.0,-77.0,11.9,NASA_POWER,96.55,101.11,43.4,15.77,6.477142857142857,3.8416086660222395,11.9,0.43214285714285716,81.35857142857142,67.23,-0.6950000000000054,0.7390180099615906,0.029739669166163708,983.4225000000007,0.33414784117000845
2020-02-12,test_location,38.0,-77.0,6.92,NASA_POWER,74.76,101.81,112.94,0.56,5.880000000000001,4.797752946258631,11.9,-1.0499999999999998,80.74571428571429,67.23,-2.9217857142857144,0.8828821848813724,0.046778675518257457,7068.966799999998,0.4394901923216702
2020-02-13,test_location,38.0,-77.0,10.14,NASA_POWER,88.37,100.64,29.07,5.37,5.838571428571428,4.822715101722367,11.9,-1.6710714285714294,81.20142857142856,67.23,-2.3989285714285753,0.8090294008430945,0.018299193472615122,3294.6626999999985,0.3480542831610969
2020-02-14,test_location,38.0,-77.0,2.37,NASA_POWER,67.23,102.38,166.24,0.0,5.508571428571429,4.716045054108473,11.9,-1.3407142857142853,80.56714285714285,67.23,-1.4650000000000012,0.8097471680657122,0.06065329497639071,9028.790399999998,0.49266730629916206
2020-02-15,test_location,38.0,-77.0,-1.84,NASA_POWER,70.0,103.11,173.13,0.0,4.968571428571429,4.028533350039564,10.14,-0.14785714285714321,79.49857142857142,67.23,1.7292857142857092,0.7425278574219121,0.07842254445785993,8139.3,0.4904526039682028
2020-02-16,test_location,38.0,-77.0,3.23,NASA_POWER,84.66,101.97,120.23,0.0,4.92,4.003053001564353,10.14,0.3035714285714284,78.98857142857143,67.23,0.16214285714285934,0.7501745828551208,0.05067330554159307,4239.669200000001,0.41348051919943934
2020-02-17,test_location,38.0,-77.0,5.84,NASA_POWER,82.4,102.05,174.7,0.0,3.647142857142857,3.4441530854755165,8.12,0.6539285714285713,77.87714285714286,67.23,1.6739285714285728,0.46557695901089263,0.052620620553260875,4910.223999999997,0.4511849760239036
2020-02-18,test_location,38.0,-77.0,8.12,NASA_POWER,89.07,101.77,142.35,0.4,3.1757142857142853,3.8500340134551996,8.12,-0.018928571428571198,76.89,60.32,-1.7282142857142861,0.5197068770904962,0.04580501801242338,3074.2811000000015,0.4127913544275998
2020-02-19,test_location,38.0,-77.0,6.58,NASA_POWER,71.19,102.32,116.88,1.64,3.7028571428571424,3.2555476461250756,8.12,-0.8775,77.23571428571428,60.32,-3.1914285714285695,0.429329488299762,0.05919280871763977,8059.021299999999,0.4547378649814894
2020-02-20,test_location,38.0,-77.0,1.23,NASA_POWER,80.59,102.74,67.98,1.61,3.9685714285714284,3.2862817315391055,8.12,-0.7964285714285715,76.33714285714287,60.32,-2.0092857142857135,0.4239272174727765,0.06941621252889602,5325.715799999999,0.40029513464830324
2020-02-21,test_location,38.0,-77.0,-0.93,NASA_POWER,60.32,102.94,203.6,0.04,4.152857142857142,3.441233859561206,8.12,-0.19035714285714303,77.4342857142857,60.32,0.32928571428570697,0.5552391162286839,0.07428450005806571,10801.689599999998,0.535585952751276
2020-02-22,test_location,38.0,-77.0,1.85,NASA_POWER,72.42,102.54,202.49,0.0,4.421428571428572,3.8513739045152433,10.0,1.0028571428571427,78.17714285714285,60.32,3.7953571428571453,0.7830799995621307,0.06454792499972667,7584.499999999999,0.4975407176104646
2020-02-23,test_location,38.0,-77.0,5.09,NASA_POWER,78.37,102.01,200.78,0.0,4.88,4.31448336034185,10.0,1.8864285714285716,81.64571428571428,60.32,4.6499999999999995,0.9621973859472768,0.05164696304742714,6018.331199999998,0.47711845868877373
2020-02-24,test_location,38.0,-77.0,7.13,NASA_POWER,90.08,101.38,101.68,0.22,5.3428571428571425,4.021495220626756,10.0,1.3210714285714285,78.70285714285714,59.99,2.1789285714285733,0.9468871305996449,0.036311857330542596,2780.3776000000003,0.3853427373550311
2020-02-25,test_location,38.0,-77.0,10.0,NASA_POWER,94.27,100.76,47.95,7.28,5.868571428571428,3.2268169484877274,10.0,0.14714285714285716,80.64857142857143,59.99,-0.9574999999999962,0.7288314195307827,0.021220165990117005,1622.449500000001,0.34121834972343557
2020-02-26,test_location,38.0,-77.0,9.79,NASA_POWER,95.47,100.56,52.96,3.7,5.7057142857142855,3.482105958290462,10.0,-0.9796428571428573,80.28285714285714,59.99,-3.2889285714285683,0.5051213904079409,0.016351878460947315,1281.7182000000003,0.33932226949366395
2020-02-27,test_location,38.0,-77.0,4.47,NASA_POWER,59.99,100.76,213.9,0.53,5.325714285714285,3.6988910822157592,10.0,-1.4185714285714284,78.95285714285716,59.99,-4.764642857142861,0.5308932275398194,0.021220165990117005,11107.5762,0.5331646539532178
2020-02-28,test_location,38.0,-77.0,2.75,NASA_POWER,73.94,101.2,157.49,0.01,5.675714285714285,4.0015990851277525,10.0,-0.7050000000000004,76.92428571428572,59.99,-3.5042857142857162,0.5269544120519166,0.03193039855429012,7189.954,0.46212016994888905
2020-02-29,test_location,38.0,-77.0,0.71,NASA_POWER,69.86,101.44,185.5,0.0,6.095714285714286,4.635234108229622,12.94,0.6910714285714284,76.10285714285715,59.99,0.21607142857142436,0.5971240598545497,0.037772343589293544,8254.140399999998,0.49024646170142744
2020-03-01,test_location,38.0,-77.0,2.43,NASA_POWER,69.06,102.1,217.39,0.0,6.1899999999999995,4.728674937724805,12.94,1.685357142857143,72.26571428571428,59.99,2.1799999999999984,0.554720006592801,0.05383769243555321,8526.445199999998,0.5137923940549803
2020-03-02,test_location,38.0,-77.0,9.58,NASA_POWER,75.88,101.31,179.93,0.36,6.5842857142857145,4.676130370091841,12.94,1.5510714285714284,73.79142857142857,68.61,0.2553571428571453,0.5501168706998456,0.0346079566953334,6819.4476,0.4710895510418844
2020-03-03,test_location,38.0,-77.0,12.94,NASA_POWER,88.52,100.35,74.09,0.47,7.047142857142857,4.384612161813612,12.94,0.9396428571428572,75.0642857142857,68.61,1.2471428571428573,0.57131427428345,0.011240176555319017,3284.313200000001,0.3716169856557786
2020-03-04,test_location,38.0,-77.0,10.45,NASA_POWER,68.61,100.95,208.43,0.0,7.624285714285714,3.6086648368561365,12.94,-0.2117857142857141,74.50571428571428,65.95,-0.472857142857139,0.701803798385689,0.025845039142828093,8902.204,0.5069794017955942
2020-03-05,test_location,38.0,-77.0,7.23,NASA_POWER,70.67,101.65,157.06,0.0,8.147142857142857,2.932420583100333,12.94,-1.1182142857142858,74.48142857142857,65.95,-1.852500000000002,0.9271538630207384,0.042884045494921835,8223.545399999999,0.4751893181322907
2020-03-06,test_location,38.0,-77.0,5.99,NASA_POWER,82.85,100.88,72.64,4.92,8.355714285714287,3.098536520912508,12.94,-0.6035714285714279,74.35142857142857,65.95,-1.6003571428571375,1.0215744151623274,0.024141138507618544,4787.251000000001,0.3883924148692465
2020-03-07,test_location,38.0,-77.0,4.75,NASA_POWER,65.95,102.31,216.34,0.18,8.555714285714284,3.4670249356994716,14.34,0.6925,74.14428571428572,65.95,1.7864285714285655,0.8309002576092823,0.05894939434118151,9462.494999999999,0.5242457738948677
2020-03-08,test_location,38.0,-77.0,6.09,NASA_POWER,68.89,103.06,225.41,0.0,8.662857142857144,3.54601050142135,14.34,1.2464285714285712,75.56285714285715,65.95,1.466785714285713,0.7340624081422098,0.07720547257556759,8687.156399999998,0.5244249134072144
2020-03-09,test_location,38.0,-77.0,11.04,NASA_POWER,74.97,102.69,230.06,0.0,9.12,3.536759345314109,14.34,1.2310714285714284,77.97,65.95,2.048928571428574,0.7589403640539907,0.06819914064660368,7113.2757,0.5083657569283329
2020-03-10,test_location,38.0,-77.0,14.34,NASA_POWER,87.07,101.87,92.75,0.09,10.6,4.1270489860593305,16.35,1.5585714285714287,77.2,65.95,2.6914285714285735,0.7088353962998342,0.0482391617770084,3717.2457000000013,0.393974462982518
2020-03-11,test_location,38.0,-77.0,11.2,NASA_POWER,78.54,101.62,121.15,0.07,11.392857142857142,3.2573594330669886,16.35,0.6907142857142862,76.36428571428571,60.1,-0.7478571428571451,0.7246805535971166,0.04215380236554637,6102.150999999997,0.43295843466679396
2020-03-12,test_location,38.0,-77.0,10.43,NASA_POWER,87.52,101.41,107.13,2.14,11.54857142857143,2.9754687505860824,16.35,-0.5182142857142858,77.86428571428571,60.1,-1.4914285714285667,0.6522488569775327,0.03704210045991807,3539.078400000001,0.3971081352027877
2020-03-13,test_location,38.0,-77.0,16.35,NASA_POWER,77.46,101.1,182.5,3.57,10.971428571428573,3.4452790335541237,16.35,-1.0782142857142858,78.01285714285713,60.1,-2.103571428571434,0.6558818128145328,0.0294962547897051,6525.330000000002,0.46870184139418325
2020-03-14,test_location,38.0,-77.0,10.3,NASA_POWER,60.1,102.49,191.25,0.21,10.582857142857142,3.142083779308008,16.35,-0.5275000000000003,77.03,60.1,-0.5764285714285673,0.6539550006361803,0.06333085311743399,11309.654999999999,0.5305716076266435
2020-03-15,test_location,38.0,-77.0,7.18,NASA_POWER,79.39,102.72,120.84,0.75,10.459999999999999,3.1307240908986778,16.35,-0.46535714285714336,76.60571428571428,60.1,-0.5171428571428578,0.6667011895822421,0.06892938377597915,5777.601299999999,0.43442445583672973
2020-03-16,test_location,38.0,-77.0,7.0,NASA_POWER,76.01,102.71,196.45,0.0,11.332857142857142,3.8824593334883097,16.54,0.18178571428571386,76.62428571428572,60.1,2.2253571428571415,0.5986572276272663,0.06868596939952054,6720.798499999998,0.485795021607549
2020-03-17,test_location,38.0,-77.0,11.62,NASA_POWER,80.19,101.97,181.77,0.01,11.888571428571428,4.872451226270096,20.24,1.8528571428571428,77.8442857142857,60.1,3.349285714285718,0.5066369038876192,0.05067330554159307,5641.2937,0.46297198918288807
2020-03-18,test_location,38.0,-77.0,10.34,NASA_POWER,75.57,102.63,169.62,2.69,12.15857142857143,4.821854513813224,20.24,1.6582142857142852,79.19142857142857,69.53,-0.0764285714285676,0.4967801084890229,0.06673865438785274,6925.6607,0.47303093421529263
2020-03-19,test_location,38.0,-77.0,16.54,NASA_POWER,87.65,101.9,156.4,3.2,12.267142857142856,4.6980375842320745,20.24,0.4950000000000006,77.74428571428572,69.26,-1.1121428571428587,0.536926881605271,0.048969404906383865,3577.671499999998,0.4278143900362469
2020-03-20,test_location,38.0,-77.0,20.24,NASA_POWER,86.0,101.41,138.74,1.29,12.255714285714285,4.713059364301343,20.24,-0.830357142857143,80.2942857142857,69.26,0.3667857142857196,0.5029247790010364,0.03704210045991807,4107.46,0.42180175769938416
2020-03-21,test_location,38.0,-77.0,12.19,NASA_POWER,69.53,102.18,150.52,4.58,11.948571428571428,4.829998028196384,20.24,-1.2196428571428581,80.12714285714286,69.26,0.21535714285714652,0.5266154284900187,0.05578500744722136,8694.309799999999,0.4790576032114363
2020-03-22,test_location,38.0,-77.0,7.94,NASA_POWER,69.26,102.93,188.1,0.57,11.598571428571429,5.049757184167138,20.24,-1.884285714285713,82.55428571428571,69.26,0.8964285714285734,0.5969286469284023,0.07404108568160744,8640.706599999998,0.5028250790677731
2020-03-23,test_location,38.0,-77.0,6.92,NASA_POWER,93.86,101.96,52.85,15.6,10.644285714285715,4.568562345504537,20.24,-1.3646428571428568,81.64142857142858,69.26,1.485714285714289,0.6287667445464972,0.05042989116513446,1719.6298000000002,0.35007270273955715
2020-03-24,test_location,38.0,-77.0,9.47,NASA_POWER,79.02,101.71,173.15,0.92,9.83,2.698394584439673,14.54,0.42357142857142877,81.46428571428571,69.26,2.4425000000000003,0.7022209664445245,0.044344531753672436,5929.367600000001,0.4598786266432332
2020-03-25,test_location,38.0,-77.0,7.89,NASA_POWER,92.56,101.05,80.23,14.96,10.281428571428572,3.34570086614364,15.35,1.3521428571428562,84.53999999999999,69.26,1.7657142857142816,0.7029394067228264,0.028279182907412763,2090.9375999999993,0.3647918514571819
2020-03-26,test_location,38.0,-77.0,9.86,NASA_POWER,81.26,101.35,236.53,0.12,11.637142857142859,4.080774903069735,17.43,1.783571428571428,86.93714285714286,79.02,-0.2564285714285729,0.4281521758842109,0.03558161420116713,5303.607399999998,0.48616570099245826
2020-03-27,test_location,38.0,-77.0,14.54,NASA_POWER,84.76,100.92,164.11,3.09,12.832857142857142,3.674237854239134,17.43,1.5010714285714286,83.87857142857142,72.45,-0.8196428571428548,0.30563750704783643,0.02511479601345262,4384.395599999999,0.4353461715282491
2020-03-28,test_location,38.0,-77.0,15.35,NASA_POWER,91.06,101.12,81.42,1.08,12.807142857142859,3.702218768458152,17.43,0.6410714285714283,84.42571428571429,72.45,-1.6239285714285765,0.1741510018022489,0.029983083542622312,2579.189999999999,0.3724536544352442
2020-03-29,test_location,38.0,-77.0,17.43,NASA_POWER,86.04,100.79,130.09,0.4,12.815714285714284,3.6889829544327286,17.43,-0.5817857142857141,82.35142857142857,72.45,-1.1460714285714282,0.22645298050836493,0.021950409119492476,4056.496799999998,0.4131173825882465
2020-03-30,test_location,38.0,-77.0,15.29,NASA_POWER,72.45,101.03,250.53,0.07,12.877142857142857,3.6347430642147356,17.43,-1.2746428571428576,79.38857142857144,60.52,-3.6410714285714323,0.156707188275875,0.0277923541544959,7946.521999999999,0.5202707219450299
2020-03-31,test_location,38.0,-77.0,9.29,NASA_POWER,82.85,100.99,98.95,8.08,12.448571428571427,3.5824871647661594,17.43,-1.1803571428571422,76.12428571428572,60.52,-4.746428571428569,0.17106111411451627,0.02681869664866182,4843.846000000001,0.40427023302274245
2020-04-01,test_location,38.0,-77.0,7.95,NASA_POWER,78.04,100.65,176.21,1.49,11.715714285714284,3.4106199687781933,17.43,-1.0046428571428587,74.88428571428571,60.52,-1.9425000000000077,0.2160246899473635,0.018542607849073727,6172.955999999997,0.45888871670910103
2020-04-02,test_location,38.0,-77.0,10.29,NASA_POWER,60.52,100.89,279.17,0.02,11.025714285714285,2.4010473905003553,15.29,-0.09357142857142851,73.86714285714287,60.52,0.0835714285714251,0.305933388330522,0.02438455288407715,11190.2112,0.5695802245244834
